,name,year,song_name,performed_by
1519,Casino,1995,Harbor Lights ,The Platters 
1520,Casino,1995,The House of the Rising Sun ,The Animals 
1521,Judgment at Nuremberg,1961,Lili Marleen ,
1522,Judgment at Nuremberg,1961,Liebeslied ,
1523,Judgment at Nuremberg,1961,Wenn wir marschieren ,
1524,Judgment at Nuremberg,1961,Care for Me ,
1525,Judgment at Nuremberg,1961,Notre amour ne peur ,
1526,Judgment at Nuremberg,1961,"Du, du liegst mir im Herzen ",
1527,Judgment at Nuremberg,1961,"Piano Sonata No. 8 in C minor, Op. 13 ",
1528,Pan's Labyrinth,2006,"Long, Long Time Ago/Hace mucho, mucho tiempo ",
1529,Pan's Labyrinth,2006,The Labyrinth/El laberinto ,
1530,Pan's Labyrinth,2006,"Rose, Dragon/La rosa y el dragón ",
1531,Pan's Labyrinth,2006,The Fairy and the Labyrinth/El hada y el laberinto ,
1532,Pan's Labyrinth,2006,Three Trials/Las tres pruebas ,
1533,Pan's Labyrinth,2006,The Moribund Tree and the Toad/El árbol que muere y el sapo ,
1534,Pan's Labyrinth,2006,Guerilleros ,
1535,Pan's Labyrinth,2006,A Book of Blood/El libro de sangre ,
1536,Pan's Labyrinth,2006,Mercedes Lullaby/Nana de Mercedes ,
1537,Pan's Labyrinth,2006,The Refuge/El refugio ,
1538,Pan's Labyrinth,2006,Not Human/El que no es humano ,
1539,Pan's Labyrinth,2006,The River/El río ,
1540,Pan's Labyrinth,2006,A Tale/Un cuento ,
1541,Pan's Labyrinth,2006,Deep Forest/Bosque profundo ,
1542,Pan's Labyrinth,2006,Waltz of the Mandrake/Vals de la mandrágora ,
1543,Pan's Labyrinth,2006,The Funeral/El funeral ,
1544,Pan's Labyrinth,2006,Mercedes ,
1545,Pan's Labyrinth,2006,Pan and the Full Moon/La luna llena y el Fauno ,
1546,Pan's Labyrinth,2006,Ofelia ,
1547,Pan's Labyrinth,2006,A Princess/Una princesa ,
1548,Pan's Labyrinth,2006,Pan's Labyrinth Lullaby/Nana del laberinto del Fauno ,
1549,Pan's Labyrinth,2006,Soy un pobre presidiario ,
1550,Pan's Labyrinth,2006,En los jardines de Granada ,Rafael Medina
1551,Pan's Labyrinth,2006,"Just A Short Time After (Reconstruction pt. 1, 2) ","The Landau Orchestra Milan Records, 2007"
1552,Ran,1985,Not available,
1553,A Beautiful Mind,2001,All Love Can Be ,Charlotte Church 
1554,A Beautiful Mind,2001,Columba aspexit ,Emma Kirkby and Gothic Voices 
1555,A Beautiful Mind,2001,"Piano Sonata No. 11 in A Major, K. 331 ",
1556,A Beautiful Mind,2001,A Lonely Tear ,
1557,The Sixth Sense,1999,I Fall In Love Too Easily ,Chet Baker 
1558,The Sixth Sense,1999,Come See About Me ,The Supremes 
1559,The Sixth Sense,1999,Head ,Tin Star 
1560,The Sixth Sense,1999,Space Cocktail ,Laurent Lombard 
1561,The Sixth Sense,1999,Unknown Rider ,Second Coming 
1562,The Sixth Sense,1999,"Piano Quintet in A Major, Op. 32, D.667, 'Trout' Andante (Tema con Variazoni) ",The Colorado String Quartet 
1563,The Sixth Sense,1999,Crazy Girl ,
1564,Monty Python and the Holy Grail,1975,Camelot Song (Knights of the Round Table) ,
1565,Monty Python and the Holy Grail,1975,He's Going to Tell ,
1566,Monty Python and the Holy Grail,1975,Big Country ,
1567,Monty Python and the Holy Grail,1975,Homeward Bound ,
1568,Monty Python and the Holy Grail,1975,God Choir ,
1569,Monty Python and the Holy Grail,1975,Fanfare ,
1570,Monty Python and the Holy Grail,1975,Sunrise Music ,
1571,Monty Python and the Holy Grail,1975,Knights of Ni ,
1572,Monty Python and the Holy Grail,1975,Sir Robin's Song ,
1573,Monty Python and the Holy Grail,1975,Magenta ,
1574,Monty Python and the Holy Grail,1975,Love Theme ,
1575,Monty Python and the Holy Grail,1975,Starlet in the Starlight ,
1576,Monty Python and the Holy Grail,1975,Monks Chant ,
1577,Monty Python and the Holy Grail,1975,The Promised Land ,
1578,Monty Python and the Holy Grail,1975,Ice Floe 9 ,
1579,Monty Python and the Holy Grail,1975,Flying Messenger ,
1580,Monty Python and the Holy Grail,1975,Countrywide ,
1581,Monty Python and the Holy Grail,1975,Desperation ,
1582,There Will Be Blood,2007,Popcorn Superhet Receiver ,BBC Concert Orchestra (as The BBC Concert Orchestra) 
1583,There Will Be Blood,2007,Violin Concerto in D Major Op.77:3. Vivace Non Troppo ,Berliner Philharmoniker 
1584,There Will Be Blood,2007,Smear ,London Sinfonietta (as The London Sinfonietta) 
1585,There Will Be Blood,2007,Pärt: Fratres for Cello and Piano ,"I Fiamminghi (as I Fiamminghi, The Orchestra of Flanders) "
1586,There Will Be Blood,2007,What a Friend We Have in Jesus ,Church of the Third Revelation
1587,There Will Be Blood,2007,There Is Power in the Blood ,Church of the Third Revelation
1588,There Will Be Blood,2007,Gradh Geal Mo Chridh ,
1589,The Truman Show,1998,"Piano Sonata No. 11 in A Major (K. 331) (300), Third Movement: Alla Turca ","Wilhelm Kempff, piano "
1590,The Truman Show,1998,The Beginning ,
1591,The Truman Show,1998,Living Waters ,
1592,The Truman Show,1998,Anthem - Part 1 ,
1593,The Truman Show,1998,Opening ,
1594,The Truman Show,1998,Twentieth Century Boy ,The Big Six 
1595,The Truman Show,1998,"Piano Concerto No. 1 in E Minor, Opus 11: Second Movement: 'Romance - Larghetto' ",Artur Rubinstein 
1596,The Truman Show,1998,Scales to America ,"David Hirschfelder and Orchestra Mary Doumany, Harp "
1597,The Truman Show,1998,"Horn Concerto No. 1 in D Major (K412), First Movement: Allegro ",Philharmonia Baroque Orchestra 
1598,The Truman Show,1998,Love Is Just Around the Corner ,Jackie Davis 
1599,The Truman Show,1998,Wiegenlied (Lullaby) ,
1600,The Truman Show,1998,Underground ,
1601,The Truman Show,1998,Father Kolbe's Preaching ,Polish State Philharmonic Orchestra (as Orchestre Philharmonique National de Pologne) 
1602,The Truman Show,1998,Truman Sleeps ,Philip Glass
1603,The Truman Show,1998,Raising the Sail ,Burkhard von Dallwitz
1604,The Truman Show,1998,It's a Life ,Burkhard von Dallwitz
1605,The Truman Show,1998,Anthem - Part 2 ,Philip Glass
1606,Yojimbo,1961,Not available,
1607,The Treasure of the Sierra Madre,1948,Believe Me If All Those Endearing Young Charms ,
1608,Shutter Island,2010,Lontano ,Berliner Philharmoniker (as Berlin Philharmonic) 
1609,Shutter Island,2010,Fog Tropes ,Orchestra of St. Luke's (as Orchestra of St. Lukes) 
1610,Shutter Island,2010,Symphony No. 3: Passacaglia - Allegro moderato ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as National Polish Radio Symphony) 
1611,Shutter Island,2010,Music for Marcel Duchamp ,Philipp Vandré 
1612,Shutter Island,2010,Hommage á John Cage ,
1613,Shutter Island,2010,Quattro Pezzi ,ORF Radio-Symphonieorchester Wien (as Vienna Radio Symphony Orchestra) 
1614,Shutter Island,2010,Lontano ,Wiener Philharmoniker 
1615,Shutter Island,2010,Rothko Chapel 2 ,UC Berkeley Chamber Chorus 
1616,Shutter Island,2010,On the Nature of Daylight ,
1617,Shutter Island,2010,Uaxuctum: The Legend of the Mayan City Which They Themselves Destroyed for Religious Reasons ,ORF Radio-Symphonieorchester Wien (as Vienna Radio Symphony Orchestra) 
1618,Shutter Island,2010,Pacific Sirens ,Cleveland Chamber Symphony 
1619,Shutter Island,2010,The Lost Day ,
1620,Shutter Island,2010,Four Hymns: II for Cello and Double Bass ,Torleif Thedeen (as Torleif Thedéen) & Entcho Radoukanov 
1621,Shutter Island,2010,Lizard Point ,Brian Eno 
1622,Shutter Island,2010,Suite for Symphonic Strings: Nocturne ,The New Professionals Orchestra 
1623,Shutter Island,2010,Christian Zeal and Activity ,San Francisco Symphony (as The San Francisco Symphony) 
1624,Shutter Island,2010,Root of an Unfocus ,Boris Berman 
1625,Shutter Island,2010,Fluorescences ,Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as National Polish Radio Symphony) 
1626,Shutter Island,2010,My Father Knew Charles Ives: The Lake ,'B.B.C. Symphony Orchestra' (as BBC Symphony Orchestra) 
1627,Shutter Island,2010,Fragor ,
1628,Shutter Island,2010,Prelude - The Bay ,
1629,Shutter Island,2010,Two Etudes Harmonies ,Hans-Ola Ericsson 
1630,Shutter Island,2010,Quartet for Piano and Strings in A minor ,Prazak Quartet 
1631,Shutter Island,2010,Quartet for Piano and Strings in A minor ,Christopher Hoffman [Heard on phonograph in commandant's office in Dachau]
1632,Shutter Island,2010,Cry ,Johnnie Ray 
1633,Shutter Island,2010,Wheel of Fortune ,Kay Starr 
1634,Shutter Island,2010,Tomorrow Night ,Lonnie Johnson 
1635,Shutter Island,2010,On the Nature of Daylight ,
1636,Shutter Island,2010,This Bitter Earth ,Dinah Washington 
1637,The Great Escape,1963,Not available,
1638,Rashomon,1950,Woman's Tale Theme (Bolero) ,
1639,Jurassic Park,1993,Las Gaviotas ,The Madacy Mariachi Band 
1640,Kill Bill: Vol. 1,2003,Bang Bang (My Baby Shot Me Down) ,Nancy Sinatra 
1641,Kill Bill: Vol. 1,2003,Music Box Dancer ,
1642,Kill Bill: Vol. 1,2003,Armundo ,David Allen Young
1643,Kill Bill: Vol. 1,2003,Ironside ,Quincy Jones 
1644,Kill Bill: Vol. 1,2003,Twisted Nerve ,Bernard Herrmann 
1645,Kill Bill: Vol. 1,2003,That Certain Female ,Charlie Feathers 
1646,Kill Bill: Vol. 1,2003,Truck Turner ,Isaac Hayes 
1647,Kill Bill: Vol. 1,2003,Seven Notes in Black ,Vince Tempera & Orchestra 
1648,Kill Bill: Vol. 1,2003,"Il Grande Duello / The Grand Duel, A (Mix II) ",Luis Bacalov 
1649,Kill Bill: Vol. 1,2003,I Lunghi Gioni Della Vendetta / The Long Day of Vengeance ,Armando Trovajoli 
1650,Kill Bill: Vol. 1,2003,"Il Grande Duello / The Grand Duel, M10 ",Luis Bacalov 
1651,Kill Bill: Vol. 1,2003,Wound That Heals ,Salyu (as Lily Chou-Chou) 
1652,Kill Bill: Vol. 1,2003,Il Grande Duello / The Grand Duel - (Parte Prima) ,Luis Bacalov 
1653,Kill Bill: Vol. 1,2003,Run Fay Run ,Isaac Hayes 
1654,Kill Bill: Vol. 1,2003,Green Hornet ,Al Hirt 
1655,Kill Bill: Vol. 1,2003,The Lonely Shepherd ,Gheorghe Zamfir 
1656,Kill Bill: Vol. 1,2003,I Walk Like Jayne Mansfield ,The 5.6.7.8's
1657,Kill Bill: Vol. 1,2003,Urami-Bushi ,Meiko Kaji 
1658,Kill Bill: Vol. 1,2003,Woo Hoo ,The 5.6.7.8's 
1659,Kill Bill: Vol. 1,2003,Battle Without Honor or Humanity ,Tomoyasu Hotei 
1660,Kill Bill: Vol. 1,2003,I Giorni Dell'ira ,Riz Ortolani 
1661,Kill Bill: Vol. 1,2003,I'm Blue ,The 5.6.7.8's
1662,Kill Bill: Vol. 1,2003,Super 16 ,Neu! (as NEU!) 
1663,Kill Bill: Vol. 1,2003,Death Rides a Horse ,Ennio Morricone 
1664,Kill Bill: Vol. 1,2003,Champions of Death ,
1665,Kill Bill: Vol. 1,2003,White Lightning ,Charles Bernstein 
1666,Kill Bill: Vol. 1,2003,Police Check Point ,Harry Betts 
1667,Kill Bill: Vol. 1,2003,Don't Let Me Be Misunderstood / Esmeralda Suite ,Santa Esmeralda 
1668,Kill Bill: Vol. 1,2003,Nobody But Me ,The Human Beinz 
1669,Kill Bill: Vol. 1,2003,Flower of Carnage (Shura No Hana) ,Meiko Kaji 
1670,Kill Bill: Vol. 1,2003,Yagyu Conspiracy ,Toshiaki Tsushima 
1671,Kill Bill: Vol. 1,2003,Auld Lang Syne ,
1672,Finding Nemo,2003,The Girl from Ipanema ,
1673,Finding Nemo,2003,Psycho (The Murder) ,
1674,Finding Nemo,2003,Fandango ,
1675,Finding Nemo,2003,Beyond the Sea ,Robbie Williams 
1676,Finding Nemo,2003,Just Keep Swimming ,
1677,Finding Nemo,2003,"Twinkle, Twinkle, Little Star ",
1678,No Country for Old Men,2007,Puño de tierra ,"Angel H. Alvarado Jr., David A. Gomez, Milton Hernandez and John Mancha"
1679,No Country for Old Men,2007,Las mañanitas ,Lola Beltrán 
1680,No Country for Old Men,2007,Young Men Dead ,The Black Angels 
1681,Raging Bull,1980,Cavalleria rusticana: Intermezzo ,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra) 
1682,Raging Bull,1980,Guglielmo Ratcliff: Intermezzo ,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra) 
1683,Raging Bull,1980,Silvano: Barcarolle ,Orchestra del Teatro Comunale di Bologna (as Orchestra of Bologna Municop Thetra) 
1684,Raging Bull,1980,At Last ,
1685,Raging Bull,1980,A New Kind of Love ,
1686,Raging Bull,1980,Webster Hall ,
1687,Raging Bull,1980,Vivere ,Carlo Buti 
1688,Raging Bull,1980,Stornelli Fiorentini ,Carlo Buti 
1689,Raging Bull,1980,Scapricciatiello (Infatuation) ,Renato Carosone 
1690,Raging Bull,1980,Turi Giuliano ,Orazio Strano 
1691,Raging Bull,1980,Cow Cow Boogie ,Ella Fitzgerald and The Ink Spots 
1692,Raging Bull,1980,Whispering Grass ,The Ink Spots 
1693,Raging Bull,1980,Stone Cold Dead in the Market ,Ella Fitzgerald and Louis Jordan 
1694,Raging Bull,1980,Till Then ,The Mills Brothers 
1695,Raging Bull,1980,Big Noise from Winnetka ,Bob Crosby and the Bobcats 
1696,Raging Bull,1980,Heartaches ,Ted Weems 
1697,Raging Bull,1980,Do I Worry ,The Ink Spots 
1698,Raging Bull,1980,Two O'Clock Jump ,Harry James 
1699,Raging Bull,1980,Drum Boogie ,Gene Krupa 
1700,Raging Bull,1980,All or Nothing at All ,Harry James 
1701,Raging Bull,1980,Blue Velvet ,Tony Bennett 
1702,Raging Bull,1980,Flash ,Harry James 
1703,Raging Bull,1980,Jersey Bounce ,Benny Goodman 
1704,Raging Bull,1980,Come Fly with Me ,Frank Sinatra (uncredited) 
1705,Raging Bull,1980,Mona Lisa ,Nat 'King' Cole 
1706,Raging Bull,1980,I Ain't Got Nobody ,Louis Prima and Keely Smith 
1707,Raging Bull,1980,Nao tenho lagrimas ,Patricio Teixeira 
1708,Raging Bull,1980,Prisoner of Love ,Perry Como 
1709,Raging Bull,1980,Prisoner of Love ,Russ Columbo 
1710,Raging Bull,1980,Frenesi ,Artie Shaw 
1711,Raging Bull,1980,My Reverie ,Larry Clinton and His Orchestra 
1712,Raging Bull,1980,Just One More Chance ,
1713,Raging Bull,1980,That's My Desire ,
1714,Raging Bull,1980,"Bye, Bye Baby ",Marilyn Monroe 
1715,Raging Bull,1980,Lonely Nights ,The Hearts 
1716,Raging Bull,1980,Tell the Truth ,Ray Charles 
1717,Raging Bull,1980,Of Mice and Men ,
1718,The Elephant Man,1980,"Adagio for Strings, Op. 11 ",London Symphony Orchestra 
1719,V for Vendetta,2005,The Beginning... At Last ,
1720,V for Vendetta,2005,Cry Me a River ,Julie London 
1721,V for Vendetta,2005,The Girl from Ipanema ,"Stan Getz, Astrud Gilberto and João Gilberto Featuring Antonio Carlos Jobim "
1722,V for Vendetta,2005,The Duel ,
1723,V for Vendetta,2005,Love Theme and End TItle ,
1724,V for Vendetta,2005,Corcovado - Quiet Nights of Quiet Stars ,"Stan Getz, Astrud Gilberto and João Gilberto Featuring Antonio Carlos Jobim "
1725,V for Vendetta,2005,Yakety Sax ,
1726,V for Vendetta,2005,I Found a Reason ,Cat Power 
1727,V for Vendetta,2005,Long Black Train ,
1728,V for Vendetta,2005,Bird Gerhl ,Antony and the Johnsons 
1729,V for Vendetta,2005,Street Fighting Man ,The Rolling Stones 
1730,V for Vendetta,2005,Bkab ,
1731,V for Vendetta,2005,Out of Sight ,Spiritualized 
1732,V for Vendetta,2005,1812 Overture ,
1733,Gone with the Wind,1939,Selznick International Theme ,
1734,Gone with the Wind,1939,(I Wish I Was in) Dixie's Land ,
1735,Gone with the Wind,1939,Katie Belle ,
1736,Gone with the Wind,1939,Under the Willow She's Sleeping ,
1737,Gone with the Wind,1939,Lou'siana Belle ,
1738,Gone with the Wind,1939,Dolly Day ,
1739,Gone with the Wind,1939,Ring de Banjo ,
1740,Gone with the Wind,1939,Sweet and Low ,
1741,Gone with the Wind,1939,Ye Cavaliers of Dixie ,
1742,Gone with the Wind,1939,Taps ,
1743,Gone with the Wind,1939,Massa's in de Cold Ground ,
1744,Gone with the Wind,1939,"Maryland, My Maryland ",
1745,Gone with the Wind,1939,Irish Washerwoman ,
1746,Gone with the Wind,1939,Garryowen ,
1747,Gone with the Wind,1939,When Johnny Comes Marching Home ,
1748,Gone with the Wind,1939,"Weeping, Sad and Lonely (When This Cruel War Is Over) ",
1749,Gone with the Wind,1939,The Bonnie Blue Flag ,
1750,Gone with the Wind,1939,Hark! the Herald Angels Sing ,
1751,Gone with the Wind,1939,Tramp! Tramp! Tramp! (The Boys Are Marching) ,
1752,Gone with the Wind,1939,The Old Folks at Home (Swanee River) ,
1753,Gone with the Wind,1939,Go Down Moses (Let My People Go) ,
1754,Gone with the Wind,1939,My Old Kentucky Home ,
1755,Gone with the Wind,1939,Marching Through Georgia ,
1756,Gone with the Wind,1939,Battle Hymn of the Republic ,
1757,Gone with the Wind,1939,Beautiful Dreamer ,
1758,Gone with the Wind,1939,Jeanie with the Light Brown Hair ,
1759,Gone with the Wind,1939,Yankee Doodle ,
1760,Gone with the Wind,1939,Stars of the Summer Night ,
1761,Gone with the Wind,1939,Bridal Chorus (Here Comes the Bride) ,
1762,Gone with the Wind,1939,Deep River ,
1763,Gone with the Wind,1939,For He's a Jolly Good Fellow ,
1764,Gone with the Wind,1939,London Bridge Is Falling Down ,
1765,Gone with the Wind,1939,Ben Bolt (Oh Don't You Remember) ,
1766,Gone with the Wind,1939,(Unspecified Cue) ,
1767,Chinatown,1974,I Can't Get Started ,
1768,Chinatown,1974,Easy Living ,
1769,Chinatown,1974,The Way You Look Tonight ,
1770,Chinatown,1974,Some Day ,
1771,Chinatown,1974,The Vagabond King Waltz ,
1772,Inside Out,2015,Grim Grinning Ghosts (Otherworldly Concerto) ,Gaylord Carter 
1773,Inside Out,2015,Exotico Speedo ,
1774,"Lock, Stock and Two Smoking Barrels",1998,Hundred Mile City ,Ocean Colour Scene (as Ocean Color Scene) 
1775,"Lock, Stock and Two Smoking Barrels",1998,Police and Thieves ,Junior Murvin 
1776,"Lock, Stock and Two Smoking Barrels",1998,The Boss ,James Brown 
1777,"Lock, Stock and Two Smoking Barrels",1998,"Truly Madly, Deeply ",Skanga 
1778,"Lock, Stock and Two Smoking Barrels",1998,Spooky ,Dusty Springfield 
1779,"Lock, Stock and Two Smoking Barrels",1998,"Liar, Liar ",The Castaways 
1780,"Lock, Stock and Two Smoking Barrels",1998,I Wanna Be Your Dog ,The Stooges 
1781,"Lock, Stock and Two Smoking Barrels",1998,Why Did You Do It ,Stretch 
1782,"Lock, Stock and Two Smoking Barrels",1998,Man Machine ,Robbie Williams 
1783,"Lock, Stock and Two Smoking Barrels",1998,Zorba's Dance ,David A. Hughes and John Murphy 
1784,"Lock, Stock and Two Smoking Barrels",1998,The Payback ,James Brown 
1785,"Lock, Stock and Two Smoking Barrels",1998,Walk This Land ,E-Z Rollers 
1786,"Lock, Stock and Two Smoking Barrels",1998,Fool's Gold ,The Stone Roses (as Stone Roses) (p) & © 1989 Silvertone Records Ltd 
1787,"Lock, Stock and Two Smoking Barrels",1998,18 With A Bullet ,Pete Wingfield 
1788,"Lock, Stock and Two Smoking Barrels",1998,Oh Girl ,
1789,The Thing,1982,Don't Explain ,Billie Holiday 
1790,The Thing,1982,Superstition ,
1791,The Thing,1982,One Chain Don't Make No Prison ,The Four Tops 
1792,Dial M for Murder,1954,Not available,
1793,The Secret in Their Eyes,2009,Tema de Liliana ,
1794,The Secret in Their Eyes,2009,Réquiem ,
1795,The Secret in Their Eyes,2009,Morales ,
1796,The Secret in Their Eyes,2009,Tema de Irene ,
1797,Howl's Moving Castle,2004,Sekai no Yakusoku ,Chieko Baisho
1798,The Bridge on the River Kwai,1957,Colonel Bogey March ,
1799,The Bridge on the River Kwai,1957,For He's a Jolly Good Fellow ,
1800,The Bridge on the River Kwai,1957,If You Were the Only Girl in the World ,Percy Herbert and Harold Goodwin at the Entertainment
1801,The Bridge on the River Kwai,1957,God Save the King ,the British Prisoners of War
1802,The Bridge on the River Kwai,1957,I Give My Heart To No One But You ,
1803,The Bridge on the River Kwai,1957,Radio Dance Music ,
1804,The Bridge on the River Kwai,1957,Camp Concert Dance ,
1805,Trainspotting,1996,Lust for Life ,Iggy Pop 
1806,Trainspotting,1996,Carmen - Habañera ,Budapest Philharmonic Orchestra (uncredited) 
1807,Trainspotting,1996,Deep Blue Day ,Brian Eno 
1808,Trainspotting,1996,Trainspotting ,Primal Scream 
1809,Trainspotting,1996,Temptation ,Heaven 17 
1810,Trainspotting,1996,Atomic ,Sleeper 
1811,Trainspotting,1996,Temptation ,New Order 
1812,Trainspotting,1996,Nightclubbing ,Iggy Pop 
1813,Trainspotting,1996,Sing ,Blur 
1814,Trainspotting,1996,Perfect Day ,Lou Reed 
1815,Trainspotting,1996,Dark and Long ,Underworld 
1816,Trainspotting,1996,Think About the Way (Bom Digi Digi Bom...) ,Ice MC 
1817,Trainspotting,1996,Mile End ,Pulp 
1818,Trainspotting,1996,For What You Dream Of ,Bedrock featuring Kyo 
1819,Trainspotting,1996,2:01,Elastica 
1820,Trainspotting,1996,Hertzlich Tut Mich Verlangan ,Gábor Lehotka 
1821,Trainspotting,1996,Two Little Boys ,Ewen Bremner 
1822,Trainspotting,1996,A Final Hit ,Leftfield 
1823,Trainspotting,1996,Statuesque ,Sleeper 
1824,Trainspotting,1996,Born Slippy ,Underworld 
1825,Trainspotting,1996,Closet Romantic ,Damon Albarn (as Albarn) / Gauld / Sidwell / Henry / Smith and The Duke Strings Quartet 
1826,Trainspotting,1996,Temptation ,Kelly Macdonald [When Diane is sitting on Renton's bed during his hallucinations]
1827,"Three Billboards Outside Ebbing, Missouri",2017,Last Rose of Summer (Thomas Moore) ,"Renée Fleming, English Chamber Orchestra, Jeffrey Tate "
1828,"Three Billboards Outside Ebbing, Missouri",2017,Buckskin Stallion Blues ,
1829,"Three Billboards Outside Ebbing, Missouri",2017,Radio Song ,The Felice Brothers 
1830,"Three Billboards Outside Ebbing, Missouri",2017,Christine is Dead ,Giampiero Boneschi 
1831,"Three Billboards Outside Ebbing, Missouri",2017,Chiquitita ,ABBA © NICEF Sweden AB 
1832,"Three Billboards Outside Ebbing, Missouri",2017,His Master's Voice ,Monsters of Folk 
1833,"Three Billboards Outside Ebbing, Missouri",2017,iNergy ,
1834,"Three Billboards Outside Ebbing, Missouri",2017,"Walk Away, Renee ",The Four Tops (as Four Tops) 
1835,"Three Billboards Outside Ebbing, Missouri",2017,"Andante (Piano Sonata No.1 in C, K.279) ",Maria João Pires 
1836,"Three Billboards Outside Ebbing, Missouri",2017,Night They Drove Old Dixie Down ,"Joan Baez © 1969 (Renewed) Canaan Music, Inc. (ASCAP) "
1837,"Three Billboards Outside Ebbing, Missouri",2017,Buckskin Stallion Blues ,Amy Annelle 
1838,"Three Billboards Outside Ebbing, Missouri",2017,Streets of Laredo ,
1839,Warrior,2011,Start a War ,The National 
1840,Warrior,2011,Take Time in Life ,Ellen Edson 
1841,Warrior,2011,On My Side ,DJ Z-Trip (as Z-Trip) featuring Lateef Dumont (as Lateef) & Slug 
1842,Warrior,2011,This Is Me ,Rockness Monsta (as Rock from Heltah Skeltah) 
1843,Warrior,2011,You Know I Like That ,Abi Ryan 
1844,Warrior,2011,Smack Zone (Pigmix) ,Smaxone 
1845,Warrior,2011,Sweat ,Sarah Leichtenberg 
1846,Warrior,2011,Lido Shuffle ,Boz Scaggs 
1847,Warrior,2011,"Symphony No. 9 in D Minor, Op. 125, 'Choral', 2nd Movement ",Nicolaus Esterházy Sinfonia 
1848,Warrior,2011,"Partita for Violin Solo No. 2 in D Minor, BWV 1004 ",Sequeira Costa 
1849,Warrior,2011,The Sun and Earth ,Middle Distance Runner 
1850,Warrior,2011,Roses from the South ,
1851,Warrior,2011,The August Waltz ,
1852,Warrior,2011,Drum and Stilt Walking Creation ,"Jamal P. Dickerson, Nasir Pasha Dickerson (as Nasir P. Dickerson), Kysame Watson and Niseeah Branch "
1853,Warrior,2011,This Is War ,Tyler Parkinson and Ethan Embry
1854,Warrior,2011,Fight Night ,M.O.P. 
1855,Warrior,2011,"Symphony No. 9 in D Minor, Op. 125, 'Choral', Finale ",the Nicolaus Esterházy Sinfonia and Chorus 
1856,Warrior,2011,The Halls of Montezuma ,
1857,Warrior,2011,Everything ,Lords of Ruin 
1858,Warrior,2011,Everyday ,The Fonzarellies 
1859,Warrior,2011,I Got Everything I Need ,The Chelsea Smiles 
1860,Warrior,2011,Get Up! ,2 Clicks Down 
1861,Warrior,2011,Fastidious Horses ,Vladimir Vysotskiy (as Vladimir Vissotsky) 
1862,Warrior,2011,About Today ,The National 
1863,Gran Torino,2008,Gran Torino ,Jamie Cullum and Don Runner 
1864,Gran Torino,2008,Psalm XVIII ,
1865,Gran Torino,2008,Esto Es Guerra ,Convoy Obanito 
1866,Gran Torino,2008,We Don't F* Around ,
1867,Gran Torino,2008,The Bartender ,Renzo Mantovani and Doug Webb
1868,Gran Torino,2008,Maybe So ,Renzo Mantovani and Doug Webb
1869,Gran Torino,2008,Appreciation ,
1870,Gran Torino,2008,Hmoob Tuag Nthi ,Rare 
1871,Gran Torino,2008,All My Hmong Mutha F*kaz ,
1872,Gran Torino,2008,Gran Torino ,Jamie Cullum feat. Clint Eastwood
1873,Fargo,1996,Do You Know the Way to San Jose ,
1874,Fargo,1996,"Up, Up and Away ",
1875,Fargo,1996,Tie a Yellow Ribbon Round the Ole Oak Tree ,
1876,Fargo,1996,Sometimes in Winter ,
1877,Fargo,1996,Feels So Good ,
1878,Fargo,1996,Big City ,Merle Haggard 
1879,Fargo,1996,These Boots Are Made for Walkin' ,Boy George 
1880,Fargo,1996,Let's Find Each Other Tonight ,"José Feliciano (uncredited) Jobete Music Co., Inc. and Deedle Dytle Music"
1881,Fargo,1996,Johnny's Theme ,
1882,My Neighbor Totoro,1988,Tonari no Totoro ,
1883,My Neighbor Totoro,1988,Sampo ,
1884,Prisoners,2013,Put Your Hand In The Hand ,Ocean 
1885,Prisoners,2013,The Lord's Prayer Music ,
1886,Prisoners,2013,I Can't Find Them ,
1887,Prisoners,2013,Surveillance ,
1888,Prisoners,2013,The Candlelight Vigil ,
1889,Prisoners,2013,Escape ,
1890,Prisoners,2013,The Tall Man ,
1891,Prisoners,2013,The Everyday Bible ,
1892,Prisoners,2013,Through Falling Snow ,
1893,Prisoners,2013,Following Keller ,
1894,Prisoners,2013,The Keeper ,
1895,Prisoners,2013,The Intruder ,
1896,Prisoners,2013,The Priest's Basement ,
1897,Prisoners,2013,The Snakes ,
1898,Prisoners,2013,The Trans Am ,
1899,Prisoners,2013,Prisoners ,
1900,Prisoners,2013,Escape ,
1901,Prisoners,2013,Codex ,Radiohead 
1902,Prisoners,2013,Jingle Bells ,
1903,Prisoners,2013,The Star-Spangled Banner ,
1904,Million Dollar Baby,2004,Blue Morgan ,
1905,Million Dollar Baby,2004,Boxing Baby ,
1906,Million Dollar Baby,2004,Solferino ,
1907,Million Dollar Baby,2004,Blue Diner ,
1908,Blade Runner,1982,Harps of the Ancient Temples ,Gail Laughton 
1909,Blade Runner,1982,One More Kiss Dear ,Vangelis
1910,Blade Runner,1982,Love Theme ,
1911,Blade Runner,1982,Tales of the Future ,Demis Roussos
1912,Blade Runner,1982,Search For Clues ,
1913,The Gold Rush,1925,Not available,
1914,Catch Me If You Can,2002,To Tell the Truth ,
